Ferguson Fire & Fabrication Price Book    Net Price List
Effective: 2/23/2022    METRO FIRE EQUIPMENT INC
Gemini Trilogie           Abbr     Size                  Description                              Finish     Price Listno               
---------------------------------------------------------------------------------------------------------------------------------------
SBA112,A001JG,HSBAE01,1.5 x 1,"Sway Brace Afcon E 01",Blk,$11.85,09-003-3-01-1-1510
562917,VFB31050P0C,VCR50,1.5 x 1.2,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$17.52,04-010-1-01-1-1512
562920,VFB64050P00,VCR50,2   x 1.2,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$19.05,04-010-1-01-1-2012
562921,VFB67050P00,VCR50,2   x 1.5,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$17.52,04-010-1-01-1-2015
569411,VFB97067P00,VE67,2.5 x .7,"VIC 67 End Of Run Ell",Blk,$10.38,04-002-5-01-1-2507
,VFB97067PF0,,,"*NLA 2-1/2X3/4 RD ELL 67 ORG F 6",,$10.38,
562969,VFC03050P01,VCR50,2.5 x 1.5,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$17.52,04-010-1-01-1-2515
562970,VFC07050P00,VCR50,2.5 x 2,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$17.52,04-010-1-01-1-2520
562971,VFC43050P00,VCR50,3   x 2,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$15.52,04-010-1-01-1-3020
562972,VFC49050P00,VCR50,3   x 2.5,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$21.05,04-010-1-01-1-3025
562973,VFD29050P00,VCR50,4   x 2,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$20.58,04-010-1-01-1-4020
562974,VFD35050P00,VCR50,4   x 2.5,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$25.34,04-010-1-01-1-4025
562975,VFD44050P00,VCR50,4   x 3,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$25.34,04-010-1-01-1-4030
562987,VFE71050P00,VCR50,6   x 3,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$45.98,04-010-1-01-1-6030
562985,VFE79050P00,VCR50,6   x 4,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$40.40,04-010-1-01-1-6040
562989,VFF38050P00,VCR50,8   x 4,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$81.79,04-010-1-01-1-8040
562988,VFF47050P00,VCR50,8   x 6,"VIC 50 CONCENTRIC REDUCER GRVD",Blk,$103.66,04-010-1-01-1-8060
562109,VL010004PE0,VC004,1,"VIC 004 Flex Coupling",Blk,$5.82,04-001-3-01-1-0010
562110,VL012004PE0,VC004,1.2,"VIC 004 Flex Coupling",Blk,$6.05,04-001-3-01-1-0013
561120,VL012005PE0,VC005,1.2,"VIC 005 Rigid Coupling",Blk,$5.08,04-001-1-01-1-0013
561190,VL01209NGE0,VC009N,1.2,"VIC 009N Rigid Coupling",Glv,$5.88,04-001-7-02-2-0013
561180,VL01209NPE0,VC009N,1.2,"VIC 009N Rigid Coupling",Blk,$4.91,04-001-7-02-1-0013
562111,VL014004PE0,VC004,1.5,"VIC 004 Flex Coupling",Blk,$6.25,04-001-3-01-1-0015
561121,VL014005PE0,VC005,1.5,"VIC 005 Rigid Coupling",Blk,$5.23,04-001-1-01-1-0015
565225,VL014099PE0,VR99,1.5,"VIC 99 ROUSTABOUT",Blk,$196.48,04-013-1-01-1-0015
561191,VL01409NGE0,VC009N,1.5,"VIC 009N Rigid Coupling",Glv,$5.95,04-001-7-02-2-0015
561181,VL01409NPE0,VC009N,1.5,"VIC 009N Rigid Coupling",Blk,$4.97,04-001-7-02-1-0015
562112,VL020004PE0,VC004,2,"VIC 004 Flex Coupling",Blk,$6.91,04-001-3-01-1-0020
562222,VL020005GE0,VC005,2,"VIC 005 Rigid Coupling",Glv,$6.85,04-001-1-01-2-0020
561122,VL020005PE0,VC005,2,"VIC 005 Rigid Coupling",Blk,$5.73,04-001-1-01-1-0020
565226,VL020099PE0,VR99,2,"VIC 99 ROUSTABOUT",Blk,$196.48,04-013-1-01-1-0020
561192,VL02009NGE0,VC009N,2,"VIC 009N Rigid Coupling",Glv,$6.55,04-001-7-02-2-0020
561182,VL02009NPE0,VC009N,2,"VIC 009N Rigid Coupling",Blk,$5.61,04-001-7-02-1-0020
562113,VL024004PE0,VC004,2.5,"VIC 004 Flex Coupling",Blk,$7.95,04-001-3-01-1-0025
562223,VL024005GE0,VC005,2.5,"VIC 005 Rigid Coupling",Glv,$7.91,04-001-1-01-2-0025
561123,VL024005PE0,VC005,2.5,"VIC 005 Rigid Coupling",Blk,$6.73,04-001-1-01-1-0025
565227,VL024099PE0,VR99,2.5,"VIC 99 ROUSTABOUT",Blk,$196.48,04-013-1-01-1-0025
561193,VL02409NGE0,VC009N,2.5,"VIC 009N Rigid Coupling",Glv,$7.63,04-001-7-02-2-0025
561183,VL02409NPE0,VC009N,2.5,"VIC 009N Rigid Coupling",Blk,$6.45,04-001-7-02-1-0025
564303,VL024744PE0,VF744,2.5,"VIC 744 Grv Flange",Blk,$50.83,04-012-1-01-1-0025
562114,VL030004PE0,VC004,3,"VIC 004 Flex Coupling",Blk,$9.00,04-001-3-01-1-0030
562224,VL030005GE0,VC005,3,"VIC 005 Rigid Coupling",Glv,$9.25,04-001-1-01-2-0030
561124,VL030005PE0,VC005,3,"VIC 005 Rigid Coupling",Blk,$7.54,04-001-1-01-1-0030
565228,VL030099PE0,VR99,3,"VIC 99 ROUSTABOUT",Blk,$286.40,04-013-1-01-1-0030
561194,VL03009NGE0,VC009N,3,"VIC 009N Rigid Coupling",Glv,$9.01,04-001-7-02-2-0030
561184,VL03009NPE0,VC009N,3,"VIC 009N Rigid Coupling",Blk,$7.29,04-001-7-02-1-0030
564304,VL030744PE0,VF744,3,"VIC 744 Grv Flange",Blk,$57.19,04-012-1-01-1-0030
565224,VL034099PE0,VR99,3.5,"VIC 99 ROUSTABOUT",Blk,$331.20,04-013-1-01-1-0035
562115,VL040004PE0,VC004,4,"VIC 004 Flex Coupling",Blk,$12.57,04-001-3-01-1-0040
562226,VL040005GE0,VC005,4,"VIC 005 Rigid Coupling",Glv,$12.68,04-001-1-01-2-0040
561125,VL040005PE0,VC005,4,"VIC 005 Rigid Coupling",Blk,$10.59,04-001-1-01-1-0040
565229,VL040099PE0,VR99,4,"VIC 99 ROUSTABOUT",Blk,$331.20,04-013-1-01-1-0040
561195,VL04009NGE0,VC009N,4,"VIC 009N Rigid Coupling",Glv,$12.20,04-001-7-02-2-0040
561185,VL04009NPE0,VC009N,4,"VIC 009N Rigid Coupling",Blk,$10.18,04-001-7-02-1-0040
564306,VL040744PE0,VF744,4,"VIC 744 Grv Flange",Blk,$74.27,04-012-1-01-1-0040
561117,VL050005PE0,VC005,5,"VIC 005 Rigid Coupling",Blk,$12.80,04-001-1-01-1-0050
565235,VL050099PE0,VR99,5,"VIC 99 ROUSTABOUT",Blk,$469.12,04-013-1-01-1-0050
562116,VL060004PE0,VC004,6,"VIC 004 Flex Coupling",Blk,$18.31,04-001-3-01-1-0060
562228,VL060005GE0,VC005,6,"VIC 005 Rigid Coupling",Glv,$18.63,04-001-1-01-2-0060
561126,VL060005PE0,VC005,6,"VIC 005 Rigid Coupling",Blk,$15.36,04-001-1-01-1-0060
565230,VL060099PE0,VR99,6,"VIC 99 ROUSTABOUT",Blk,$572.80,04-013-1-01-1-0060
,VL06009NGE0,,,"*NLA ! 6 GALV F/LOCK RIGID COUP E",Glv,$19.45,
561196,VL06009NGE2,VC009N,6,"VIC 009N Rigid Coupling",Glv,$19.45,04-001-7-02-2-0060
,VL06009NPE0,,,"*NLA 6 PTD F/LOCK RIGID COUP E 009",,$16.03,
561186,VL06009NPE2,VC009N,6,"VIC 009N Rigid Coupling",Blk,$16.03,04-001-7-02-1-0060
564308,VL060744PE0,VF744,6,"VIC 744 Grv Flange",Blk,$97.15,04-012-1-01-1-0060
562117,VL080004PE0,VC004,8,"VIC 004 Flex Coupling",Blk,$30.57,04-001-3-01-1-0080
562229,VL080005GE0,VC005,8,"VIC 005 Rigid Coupling",Glv,$31.06,04-001-1-01-2-0080
561127,VL080005PE0,VC005,8,"VIC 005 Rigid Coupling",Blk,$25.67,04-001-1-01-1-0080
567700,VL080099PE0,VR99,8,"VIC 99 ROUSTABOUT",Blk,$1,009.28,04-013-1-01-1-0080
564309,VL080744PE0,VF744,8,"VIC 744 Grv Flange",Blk,$121.86,04-012-1-01-1-0080
561159,VL100007PE0,VC07,10,"VIC 07 Rigid Coupling",Blk,$147.49,04-001-2-01-1-0100
,VL120007PE0,,,"12 PTD GRV COUP W/ E GSKT 07",,$164.74,
562421,VLB67750PE0,VCR750,2   x 1.5,"VIC 750 Reducing Coupling",Blk,$21.10,04-005-1-01-1-2015
562432,VLC07750PE0,VCR750,2.5 x 2,"VIC 750 Reducing Coupling",Blk,$27.20,04-005-1-01-1-2520
562442,VLC43750PE0,VCR750,3   x 2,"VIC 750 Reducing Coupling",Blk,$30.80,04-005-1-01-1-3020
562443,VLC49750PE0,VCR750,3   x 2.5,"VIC 750 Reducing Coupling",Blk,$26.90,04-005-1-01-1-3025
562462,VLD29750PE0,VCR750,4   x 2,"VIC 750 Reducing Coupling",Blk,$48.66,04-005-1-01-1-4020
562463,VLD35750PE0,VCR750,4   x 2.5,"VIC 750 Reducing Coupling",Blk,$43.59,04-005-1-01-1-4025
562464,VLD44750PE0,VCR750,4   x 3,"VIC 750 Reducing Coupling",Blk,$41.01,04-005-1-01-1-4030
562476,VLE16750PE0,VCR750,5   x 4,"VIC 750 Reducing Coupling",Blk,$54.83,04-005-1-01-1-5040
562486,VLE79750PE0,VCR750,6   x 4,"VIC 750 Reducing Coupling",Blk,$82.39,04-005-1-01-1-6040
562488,VLE90750PE0,VCR750,6   x 5,"VIC 750 Reducing Coupling",Blk,$72.40,04-005-1-01-1-6050
562498,VLF47750PE0,VCR750,8   x 6,"VIC 750 Reducing Coupling",Blk,$122.97,04-005-1-01-1-8060
,VRW75100MCH,,,"PIPE DIA MEASURE TAPE PT-100",,$101.79,
508093,VS271AFQ410,SV2704B,200,"VIC 2704 SSU 1/2" QR SPKR HD BRASS",Brass,$6.04,16-006-3-04-1-2000
508095,VS271BCQ410,SV2708B,155,"VIC 2708 SSP 1/2" QR SPKR HD BRASS",Brass,$6.04,16-004-3-03-1-1550
508096,VS271BCQ420,SV2708C,155,"VIC 2708 SSP 1/2" QR SPKR HD CHROME",Blk,$6.50,16-004-1-03-1-1550
508097,VS271BCQ440,SV2708W,155,"VIC 2708 SSP 1/2" QR SPKR HD WHITE",Blk,$6.50,16-004-2-03-1-1550
,VS271BCQ4N0-NR,,,"V2708 1/2 VC250 V27 155 QR PEND",,$28.73,
508012,VS271BCS440,SV2707W,155,"VIC 2707 SSP 1/2" SPKR HEAD WHITE",Blk,$6.04,16-004-2-01-1-1550
508111,VS271BFQ420,SV2708C,200,"VIC 2708 SSP 1/2" QR SPKR HD CHROME",Blk,$6.50,16-004-1-03-1-2000
508089,VS271BFQ440,SV2708W,200,"VIC 2708 SSP 1/2" QR SPKR HD WHITE",Blk,$6.50,16-004-2-03-1-2000
508065,VS271CFQ420,SV2710C,200,"VIC 2710 HSW QR 1/2" SPKR HD CHROME",Blk,$11.17,16-007-1-02-1-2000
,VS271KEQH40,,,"V2740 1/2 WHIT V27 175 RES PEND",,$6.46,
508193,VS271LCQA41,SV2738W,155,"VIC 2738 HSW RES 1/2" 4.2K SPKR HD WHITE",Blk,$8.19,16-007-2-04-1-1550
508098,VS342AFQ510,SV3402B,200,"VIC 3402  SSU 3/4" X 17/32 QR SPKR HD BR",Brass,$9.23,16-006-3-05-1-2000
508044,VS342BJS540,SV3405W,286,"VIC 3405 SSP 3/4 X 17/32 SPKR HD WHITE",Blk,$6.95,16-004-2-02-1-2860
,VS363BFQ021-NR,,,"V3606 12 CP V36 200 QR DRY PEND",,$78.13,
,VS363BFS001-NR,,,"V3605 12 CP V36 200 SR DRY PEND",,$71.14,
508241,VS3806AS040,SCV38W,135,"VIC 38 CONC CVR PLT WHT",Blk,$5.17,16-010-2-05-1-1350
508240,VS381PCQ410,SV3802B,155,"VIC 3802 QR 1/2" CONCEAL SPKR HD L/PLT B",Brass,$10.72,16-008-3-04-1-1550
508311,VSE0200054B,SCV2PRW,.7,"VIC 2 PC RECESSED CANOPY WHITE",Blk,$0.92,16-010-2-01-1-0007
531429,VV020717PH0,CV717,2,"VIC 717 CHECK VALVE G X G",Blk,$118.79,06-004-1-02-1-0020
,VV020717PHR,,,"2 HP RSR CHK VLV 717HR",,$172.49,
531316,VV020728CT0,VGOBT,2,"GEAR OPERATED BALL VALVE W/SW IPS",Blk,$349.44,06-002-3-04-1-0020
531401,VV024705100,VBF705W,2.5,"VIC 705-W GRVD BUTTERFLY W/SW",Blk,$155.80,06-003-3-01-1-0025
531430,VV024717PH0,CV717,2.5,"VIC 717 CHECK VALVE G X G",Blk,$125.52,06-004-1-02-1-0025
,VV024717PHR,,,"2-1/2 HP RSR CHK VLV 717HR",,$178.96,
531402,VV030705100,VBF705W,3,"VIC 705-W GRVD BUTTERFLY W/SW",Blk,$168.30,06-003-3-01-1-0030
531433,VV030717PH0,CV717,3,"VIC 717 CHECK VALVE G X G",Blk,$125.52,06-004-1-02-1-0030
,VV030717PHR,,,"3 HP RSR CHK VLV 717HR",,$185.43,
531403,VV040705100,VBF705W,4,"VIC 705-W GRVD BUTTERFLY W/SW",Blk,$176.50,06-003-3-01-1-0040
531434,VV040717PE0,CV717,4,"VIC 717 CHECK VALVE G X G",Blk,$130.56,06-004-1-02-1-0040
532444,VV040717PE2,CVR717,4,"VIC 717R RISER CHECK VLV G X G",Blk,$192.81,06-004-1-01-1-0040
531404,VV060705100,VBF705W,6,"VIC 705-W GRVD BUTTERFLY W/SW",Blk,$250.60,06-003-3-01-1-0060
531436,VV060717PE0,CV717,6,"VIC 717 CHECK VALVE G X G",Blk,$324.67,06-004-1-02-1-0060
532446,VV060717PE2,CVR717,6,"VIC 717R RISER CHECK VLV G X G",Blk,$438.80,06-004-1-01-1-0060
531405,VV080705100,VBF705W,8,"VIC 705-W GRVD BUTTERFLY W/SW",Blk,$384.00,06-003-3-01-1-0080
531438,VV080717PE0,CV717,8,"VIC 717 CHECK VALVE G X G",Blk,$563.28,06-004-1-02-1-0080
532448,VV080717PE2,CVR717,8,"VIC 717R RISER CHECK VLV G X G",Blk,$643.38,06-004-1-01-1-0080
531406,VV100705100,VBF705W,10,"VIC 705-W GRVD BUTTERFLY W/SW",Blk,$929.10,06-003-3-01-1-0100
531440,VV100717PE0,CV717,10,"VIC 717 CHECK VALVE G X G",Blk,$1,073.11,06-004-1-02-1-0100
,W375XLJ,,,"LF 1-1/2 RED PRES PRINCIPLE",,$961.41,
,W375XLK,,,"LF 2 RED PRES PRINCIPLE ASSY",,$1,064.97,
523100,W4280818,WGAU3,,"WATER GAUGE 0-300 3 1/2"",Blk,$6.69,07-006-3-01-1-0000
,WLF530CF,,,"LF 3/4 REL VLV",,$118.76,
481071,WPOW32,PJCWPT,,"PIPE JOINT COMP W/TEF, PAINT TOP",Blk,$12.75,11-001-1-12-1-0000
,WTLJG,,,"1-1/2 OD X 1 NPT TEELOX",,$7.76,
,WTLKG,,,"2 OD X 1 NPT TEELOX",,$7.76,
578008,ZLBCK,BOLTL,.38 x 2,"LAG BOLT",Blk,$0.20,10-001-3-01-1-0420
578010,ZLBCL,BOLTL,.38 x 2.5,"LAG BOLT",Blk,$0.17,10-001-3-01-1-0425
,ZLBCM,,,"3/8X3      ZN LAG BLT",,$0.70,
